accession	strain	virus	date	region	country	division	city	db	segment	authors	url	title	journal	paper_url	genbank_accession_rev	updated	ambiguous_strain_names	notes
KY014314	Zika_virus/H_sapiens_wt/DOM/2016/BB_0436_PLA	zika	2016-06-14	North America	Dominican Republic	Distrito Nacional	Santo Domingo	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014314	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY014314.2	2017-06-28	"DOM/2016/BB_0436,Zika_virus/H_sapiens_wt/DOM/2016/BB_0436_PLA"	
KY785453	Zika_virus/H_sapiens_wt/DOM/2016/MA_WGS16_007_SER	zika	2016-05-10	North America	Dominican Republic	Dominican Republic	Dominican Republic	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785453	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785453.1	2017-06-28	"DOM/2016/MA_WGS16_007,Zika_virus/H_sapiens_wt/DOM/2016/MA_WGS16_007_SER"	
KY785478	Zika_virus/H_sapiens_wt/DOM/2016/MA_WGS16_009_SER	zika	2016-05-24	North America	Dominican Republic	Dominican Republic	Dominican Republic	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785478	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785478.1	2017-06-28	"Zika_virus/H_sapiens_wt/DOM/2016/MA_WGS16_009_SER,DOM/2016/MA_WGS16_009"	
KY785484	Zika_virus/H_sapiens_wt/DOM/2016/MA_WGS16_011_SER	zika	2016-06-06	North America	Dominican Republic	Dominican Republic	Dominican Republic	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785484	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785484.1	2017-06-28	"Zika_virus/H_sapiens_wt/DOM/2016/MA_WGS16_011_SER,DOM/2016/MA_WGS16_011"	
KY785473	Zika_virus/H_sapiens_wt/DOM/2016/MA_WGS16_013_SER	zika	2016-06-15	North America	Dominican Republic	Dominican Republic	Dominican Republic	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785473	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785473.1	2017-06-28	"Zika_virus/H_sapiens_wt/DOM/2016/MA_WGS16_013_SER,DOM/2016/MA_WGS16_013"	
KY785470	Zika_virus/H_sapiens_wt/DOM/2016/MA_WGS16_014_SER	zika	2016-06-18	North America	Dominican Republic	Dominican Republic	Dominican Republic	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785470	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785470.1	2017-06-28	"Zika_virus/H_sapiens_wt/DOM/2016/MA_WGS16_014_SER,DOM/2016/MA_WGS16_014"	
KY785460	Zika_virus/H_sapiens_wt/DOM/2016/MA_WGS16_020_SER	zika	2016-06-30	North America	Dominican Republic	Dominican Republic	Dominican Republic	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785460	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785460.1	2017-06-28	"Zika_virus/H_sapiens_wt/DOM/2016/MA_WGS16_020_SER,DOM/2016/MA_WGS16_020"	
KY785435	Zika_virus/H_sapiens_wt/DOM/2016/MA_WGS16_024_SER	zika	2016-07-07	North America	Dominican Republic	Dominican Republic	Dominican Republic	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785435	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785435.1	2017-06-28	"Zika_virus/H_sapiens_wt/DOM/2016/MA_WGS16_024_SER,DOM/2016/MA_WGS16_024"	
KY785434	Zika_virus/H_sapiens_wt/DOM/2016/MA_WGS16_031_SER	zika	2016-08-17	North America	Dominican Republic	Dominican Republic	Dominican Republic	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785434	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785434.1	2017-06-28	"Zika_virus/H_sapiens_wt/DOM/2016/MA_WGS16_031_SER,DOM/2016/MA_WGS16_031"	
KY785447	Zika_virus/H_sapiens_wt/DOM/2016/MA_WGS16_036_SER	zika	2016-09-22	North America	Dominican Republic	Dominican Republic	Dominican Republic	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785447	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785447.1	2017-06-28	"DOM/2016/MA_WGS16_036,Zika_virus/H_sapiens_wt/DOM/2016/MA_WGS16_036_SER"	
KY785413	Zika_virus/H_sapiens_wt/DOM/2016/MA_WGS16_040_SER	zika	2016-10-06	North America	Dominican Republic	Dominican Republic	Dominican Republic	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785413	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785413.1	2017-06-28	"DOM/2016/MA_WGS16_040,Zika_virus/H_sapiens_wt/DOM/2016/MA_WGS16_040_SER"	
KY785414	Zika_virus/H_sapiens_wt/HND/2016/HU_ME131_PLA	zika	2016-05-28	North America	Honduras	Honduras	Honduras	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785414	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785414.1	2017-06-28	"HND/2016/HU_ME131,Zika_virus/H_sapiens_wt/HND/2016/HU_ME131_PLA"	
KY785461	Zika_virus/H_sapiens_wt/HND/2016/HU_ME136_PLA	zika	2016-05-31	North America	Honduras	Honduras	Honduras	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785461	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785461.1	2017-06-28	"Zika_virus/H_sapiens_wt/HND/2016/HU_ME136_PLA,HND/2016/HU_ME136"	
KY785444	Zika_virus/H_sapiens_wt/HND/2016/HU_ME137_PLA	zika	2016-05-31	North America	Honduras	Honduras	Honduras	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785444	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785444.1	2017-06-28	"Zika_virus/H_sapiens_wt/HND/2016/HU_ME137_PLA,HND/2016/HU_ME137"	
KY785442	Zika_virus/H_sapiens_wt/HND/2016/HU_ME147_SER	zika	2016-06-04	North America	Honduras	Honduras	Honduras	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785442	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785442.1	2017-06-28	"Zika_virus/H_sapiens_wt/HND/2016/HU_ME147_SER,HND/2016/HU_ME147"	
KY014315	Zika_virus/H_sapiens_wt/HND/2016/HU_ME152_SER	zika	2016-06-06	North America	Honduras	Honduras	Honduras	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014315	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY014315.2	2017-06-28	"Zika_virus/H_sapiens_wt/HND/2016/HU_ME152_SER,HND/2016/HU_ME152"	
KY785452	Zika_virus/H_sapiens_wt/HND/2016/HU_ME156_SER	zika	2016-06-07	North America	Honduras	Honduras	Honduras	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785452	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785452.1	2017-06-28	"HND/2016/HU_ME156,Zika_virus/H_sapiens_wt/HND/2016/HU_ME156_SER"	
KY014327	Zika_virus/H_sapiens_wt/HND/2016/HU_ME167_PLA	zika	2016-06-09	North America	Honduras	Honduras	Honduras	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014327	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY014327.2	2017-06-28	"HND/2016/HU_ME167,Zika_virus/H_sapiens_wt/HND/2016/HU_ME167_PLA"	
KY785448	Zika_virus/H_sapiens_wt/HND/2016/HU_ME171_PLA	zika	2016-06-10	North America	Honduras	Honduras	Honduras	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785448	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785448.1	2017-06-28	"HND/2016/HU_ME171,Zika_virus/H_sapiens_wt/HND/2016/HU_ME171_PLA"	
KY785458	Zika_virus/H_sapiens_wt/HND/2016/HU_ME172_PLA	zika	2016-06-10	North America	Honduras	Honduras	Honduras	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785458	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785458.1	2017-06-28	"HND/2016/HU_ME172,Zika_virus/H_sapiens_wt/HND/2016/HU_ME172_PLA"	
KY014306	Zika_virus/H_sapiens_wt/HND/2016/HU_ME178_PLA	zika	2016-06-10	North America	Honduras	Honduras	Honduras	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014306	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY014306.2	2017-06-28	"Zika_virus/H_sapiens_wt/HND/2016/HU_ME178_PLA,HND/2016/HU_ME178"	
KY785431	Zika_virus/H_sapiens_wt/HND/2016/HU_ME180_PLA	zika	2016-06-13	North America	Honduras	Honduras	Honduras	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785431	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785431.1	2017-06-28	"Zika_virus/H_sapiens_wt/HND/2016/HU_ME180_PLA,HND/2016/HU_ME180"	
KY785416	Zika_virus/H_sapiens_wt/HND/2016/HU_ME33_PLA	zika	2016-04-28	North America	Honduras	Honduras	Honduras	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785416	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785416.1	2017-06-28	"Zika_virus/H_sapiens_wt/HND/2016/HU_ME33_PLA,HND/2016/HU_ME33"	
KY014319	Zika_virus/H_sapiens_wt/HND/2016/HU_ME38_PLA	zika	2016-04-30	North America	Honduras	Honduras	Honduras	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014319	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY014319.2	2017-06-28	"Zika_virus/H_sapiens_wt/HND/2016/HU_ME38_PLA,HND/2016/HU_ME38"	
KY014310	Zika_virus/H_sapiens_wt/HND/2016/HU_ME42_SER	zika	2016-05-09	North America	Honduras	Honduras	Honduras	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014310	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY014310.2	2017-06-28	"HND/2016/HU_ME42,Zika_virus/H_sapiens_wt/HND/2016/HU_ME42_SER"	
KY014311	Zika_virus/H_sapiens_wt/HND/2016/HU_ME50_PLA	zika	2016-05-12	North America	Honduras	Honduras	Honduras	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014311	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY014311.1	2017-06-28	"HND/2016/HU_ME50,Zika_virus/H_sapiens_wt/HND/2016/HU_ME50_PLA"	
KY014312	Zika_virus/H_sapiens_wt/HND/2016/HU_ME58_PLA	zika	2016-05-13	North America	Honduras	Honduras	Honduras	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014312	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY014312.2	2017-06-28	"Zika_virus/H_sapiens_wt/HND/2016/HU_ME58_PLA,HND/2016/HU_ME58"	
KY785418	Zika_virus/H_sapiens_wt/HND/2016/HU_ME59_PLA	zika	2016-05-13	North America	Honduras	Honduras	Honduras	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785418	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785418.1	2017-06-28	"Zika_virus/H_sapiens_wt/HND/2016/HU_ME59_PLA,HND/2016/HU_ME59"	
KY785471	Zika_virus/H_sapiens_wt/HND/2016/HU_SZ76_SER	zika	2016-05-03	North America	Honduras	Honduras	Honduras	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785471	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785471.1	2017-06-28	"Zika_virus/H_sapiens_wt/HND/2016/HU_SZ76_SER,HND/2016/HU_SZ76"	
KY785482	Zika_virus/H_sapiens_wt/HTI/2016/MA_WGS16_022_SER	zika	2016-07-05	North America	Haiti	Haiti	Haiti	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785482	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785482.1	2017-06-28	"Zika_virus/H_sapiens_wt/HTI/2016/MA_WGS16_022_SER,HTI/2016/MA_WGS16_022"	
KY785424	Zika_virus/H_sapiens_wt/JAM/2016/MA_WGS16_025_SER	zika	2016-07-10	North America	Jamaica	Jamaica	Jamaica	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785424	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785424.1	2017-06-28	"JAM/2016/MA_WGS16_025,Zika_virus/H_sapiens_wt/JAM/2016/MA_WGS16_025_SER"	
KY785438	Zika_virus/H_sapiens_wt/JAM/2016/MA_WGS16_038_SER	zika	2016-09-26	North America	Jamaica	Jamaica	Jamaica	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785438	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785438.1	2017-06-28	"JAM/2016/MA_WGS16_038,Zika_virus/H_sapiens_wt/JAM/2016/MA_WGS16_038_SER"	
KY785430	Zika_virus/H_sapiens_wt/JAM/2016/MA_WGS16_039_SER	zika	2016-09-28	North America	Jamaica	Jamaica	Jamaica	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785430	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785430.1	2017-06-28	"Zika_virus/H_sapiens_wt/JAM/2016/MA_WGS16_039_SER,JAM/2016/MA_WGS16_039"	
KY785432	Zika_virus/H_sapiens_wt/JAM/2016/MA_WGS16_041_SER	zika	2016-10-12	North America	Jamaica	Jamaica	Jamaica	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785432	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785432.1	2017-06-28	"Zika_virus/H_sapiens_wt/JAM/2016/MA_WGS16_041_SER,JAM/2016/MA_WGS16_041"	
KY785419	Zika_virus/H_sapiens_wt/JAM/2016/WI_JM6_SER	zika	2016-06-13	North America	Jamaica	Jamaica	Jamaica	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785419	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785419.1	2017-06-28	"Zika_virus/H_sapiens_wt/JAM/2016/WI_JM6_SER,JAM/2016/WI_JM6"	
KY785451	Zika_virus/H_sapiens_wt/MTQ/2016/FL_001_SAL	zika	2016-03-22	North America	Martinique	Martinique	Martinique	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785451	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785451.1	2017-06-28	"Martinique/2016/FL001,Zika_virus/H_sapiens_wt/MTQ/2016/FL_001_SAL"	
KY785464	Zika_virus/H_sapiens_wt/PRI/2016/MA_WGS16_004_SER	zika	2016-04-13	North America	Puerto Rico	Puerto Rico	Puerto Rico	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785464	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785464.1	2017-06-28	"Zika_virus/H_sapiens_wt/PRI/2016/MA_WGS16_004_SER,PRI/2016/MA_WGS16_004"	
KY785481	Zika_virus/H_sapiens_wt/PRI/2016/MA_WGS16_005_SER	zika	2016-04-12	North America	Puerto Rico	Puerto Rico	Puerto Rico	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785481	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785481.1	2017-06-28	"Zika_virus/H_sapiens_wt/PRI/2016/MA_WGS16_005_SER,PRI/2016/MA_WGS16_005"	
KY785462	Zika_virus/H_sapiens_wt/PRI/2016/MA_WGS16_016_SER	zika	2016-06-26	North America	Puerto Rico	Puerto Rico	Puerto Rico	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785462	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785462.1	2017-06-28	"Zika_virus/H_sapiens_wt/PRI/2016/MA_WGS16_016_SER,PRI/2016/MA_WGS16_016"	
KY785454	Zika_virus/H_sapiens_wt/UNK/2016/MA_WGS16_029_SER	zika	2016-08-05	North America	El Salvador	El Salvador	El Salvador	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785454	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785454.1	2017-06-28	"Zika_virus/H_sapiens_wt/UNK/2016/MA_WGS16_029_SER,UNK/2016/MA_WGS16_029"	
KY014295	Zika_virus/H_sapiens_wt/USA/2016/FL_010_URI	zika	2016-06-22	North America	USA	Florida	Florida	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014295	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY014295.2	2017-06-28	"USA/2016/FL010,Zika_virus/H_sapiens_wt/USA/2016/FL_010_URI"	
KY785421	Zika_virus/H_sapiens_wt/USA/2016/FL_019_URI	zika	2016-07-07	North America	USA	Florida	Florida	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785421	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785421.1	2017-06-28	"Zika_virus/H_sapiens_wt/USA/2016/FL_019_URI,USA/2016/FL019"	
KY785445	Zika_virus/H_sapiens_wt/USA/2016/FL_021_URI	zika	2016-07-19	North America	USA	Florida	Florida	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785445	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785445.1	2017-06-28		
KY785412	Zika_virus/H_sapiens_wt/USA/2016/FL_022_URI	zika	2016-07-22	North America	USA	Florida	Florida	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785412	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785412.1	2017-06-28		
KY785443	Zika_virus/H_sapiens_wt/USA/2016/FL_028_SER	zika	2016-08-01	North America	USA	Florida	Florida	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785443	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785443.1	2017-06-28	"Zika_virus/H_sapiens_wt/USA/2016/FL_028_SER,USA/2016/FL028"	
KY785457	Zika_virus/H_sapiens_wt/USA/2016/FL_029_URI	zika	2016-08-01	North America	USA	Florida	Florida	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785457	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785457.1	2017-06-28	"USA/2016/FL029,Zika_virus/H_sapiens_wt/USA/2016/FL_029_URI"	
KY014325	Zika_virus/H_sapiens_wt/USA/2016/FL_030_URI	zika	2016-08-02	North America	USA	Florida	Florida	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014325	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY014325.2	2017-06-28		
KY014298	Zika_virus/H_sapiens_wt/USA/2016/FL_032_URI	zika	2016-08-05	North America	USA	Florida	Florida	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014298	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY014298.1	2017-06-28		
KY785440	Zika_virus/H_sapiens_wt/USA/2016/FL_035_URI	zika	2016-08-03	North America	USA	Florida	Florida	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785440	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785440.1	2017-06-28	"Zika_virus/H_sapiens_wt/USA/2016/FL_035_URI,USA/2016/FL035"	
KY785474	Zika_virus/H_sapiens_wt/USA/2016/FL_036_SER	zika	2016-08-04	North America	USA	Florida	Florida	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785474	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785474.1	2017-06-28		
KY014326	Zika_virus/H_sapiens_wt/USA/2016/FL_038_URI	zika	2016-08-05	North America	USA	Florida	Florida	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014326	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY014326.1	2017-06-28		
KY014316	Zika_virus/H_sapiens_wt/USA/2016/FL_039_URI	zika	2016-08-17	North America	USA	Florida	Miami	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY014316	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY014316.2	2017-06-28		
KY785459	Zika_virus/H_sapiens_wt/USA/2016/MA_WGS16_034_SER	zika	2016-08-15	North America	USA	USA	USA	genbank	genome	Metsky et al	https://www.ncbi.nlm.nih.gov/nuccore/KY785459	Zika virus evolution and spread in the Americas	"Nature 546 (7658), 411-415 (2017)"	https://www.ncbi.nlm.nih.gov/pubmed/28538734	KY785459.1	2017-06-28	"USA/2016/MA_WGS16_034,Zika_virus/H_sapiens_wt/USA/2016/MA_WGS16_034_SER"	
MF352141	PE243	zika	2015-05-13	South America	Brazil	Brazil	Pernambuco	genbank	genome	Marques et al	https://www.ncbi.nlm.nih.gov/nuccore/MF352141	Direct Submission	" Cambridge, MA 02139,Submitted (14-JUN-2017) Institute for Medical Engineering and Science, USA, 77 Massachusetts Ave, Massachusetts Institute of Technology, Building 48-419"		MF352141.1	2017-06-24		
